Operation,RouterA,RouterB
REMOVE_LINK,36224,28611
CHECK_CONNECTIVITY,84616,24908
CHECK_CONNECTIVITY,59440,33854
REMOVE_LINK,68317,39389
ADD_LINK,45697,48092
CHECK_CONNECTIVITY,55470,38778
ADD_LINK,28264,75952
ADD_LINK,16959,55700
CHECK_CONNECTIVITY,21165,33645
REMOVE_LINK,13018,30800
CHECK_CONNECTIVITY,17279,25983
REMOVE_LINK,1244,36123
CHECK_CONNECTIVITY,26916,10073
REMOVE_LINK,83015,35680
ADD_LINK,85531,1414
ADD_LINK,79381,48811
CHECK_CONNECTIVITY,74111,14800
CHECK_CONNECTIVITY,51458,21167
REMOVE_LINK,49454,80364
REMOVE_LINK,31328,12885
ADD_LINK,33618,89812
CHECK_CONNECTIVITY,44810,34313
REMOVE_LINK,49926,13064
CHECK_CONNECTIVITY,82661,29041
REMOVE_LINK,73508,54323
ADD_LINK,20746,10052
REMOVE_LINK,16905,60783
ADD_LINK,48999,6334
ADD_LINK,14074,9543
REMOVE_LINK,51918,7458
ADD_LINK,44104,41194
ADD_LINK,11869,26693
REMOVE_LINK,22493,59719
ADD_LINK,3405,30713
ADD_LINK,76657,75579
ADD_LINK,86527,63682
REMOVE_LINK,27658,15671
REMOVE_LINK,47588,7216
ADD_LINK,47463,64701
CHECK_CONNECTIVITY,37018,13240
CHECK_CONNECTIVITY,47866,17155
CHECK_CONNECTIVITY,41986,84413
ADD_LINK,38446,67963
ADD_LINK,87706,15162
REMOVE_LINK,37727,64058
CHECK_CONNECTIVITY,71371,64466
CHECK_CONNECTIVITY,24836,58109
CHECK_CONNECTIVITY,6996,1499
CHECK_CONNECTIVITY,43553,87259
REMOVE_LINK,78229,7022
CHECK_CONNECTIVITY,62274,33453
ADD_LINK,75805,19503
REMOVE_LINK,83478,64439
ADD_LINK,89480,65472
REMOVE_LINK,77567,86776
REMOVE_LINK,12942,58850
ADD_LINK,20681,84226
CHECK_CONNECTIVITY,14261,47744
ADD_LINK,56085,2048
CHECK_CONNECTIVITY,88322,35666
CHECK_CONNECTIVITY,30350,64665
REMOVE_LINK,3164,68508
ADD_LINK,19867,82784
REMOVE_LINK,64252,23924
ADD_LINK,59768,78921
CHECK_CONNECTIVITY,89300,78519
REMOVE_LINK,47906,71117
CHECK_CONNECTIVITY,57826,3529
CHECK_CONNECTIVITY,60346,84979
ADD_LINK,22696,35532
REMOVE_LINK,21722,8560
ADD_LINK,43415,89119
REMOVE_LINK,14641,77306
ADD_LINK,9267,42507
ADD_LINK,41211,85420
ADD_LINK,12897,78106
ADD_LINK,50585,84610
ADD_LINK,14992,77894
CHECK_CONNECTIVITY,62875,61849
CHECK_CONNECTIVITY,70189,48785
CHECK_CONNECTIVITY,65667,7391
CHECK_CONNECTIVITY,59520,59681
CHECK_CONNECTIVITY,11572,21333
REMOVE_LINK,53383,7884
ADD_LINK,76250,47079
REMOVE_LINK,22039,26863
ADD_LINK,88417,28368
REMOVE_LINK,84589,52385
REMOVE_LINK,69634,72568
ADD_LINK,47773,88584
CHECK_CONNECTIVITY,49688,73076
REMOVE_LINK,3917,20900
CHECK_CONNECTIVITY,21515,34093
REMOVE_LINK,73602,51181
REMOVE_LINK,40245,56794
REMOVE_LINK,61179,47601
ADD_LINK,77385,20526
REMOVE_LINK,46181,32007
ADD_LINK,16809,70428
ADD_LINK,45258,13773
ADD_LINK,87248,75633
CHECK_CONNECTIVITY,86469,60573
CHECK_CONNECTIVITY,49325,34767
REMOVE_LINK,75423,7980
REMOVE_LINK,14619,26482
ADD_LINK,64490,557
ADD_LINK,25381,31131
CHECK_CONNECTIVITY,51830,83138
CHECK_CONNECTIVITY,61810,51281
CHECK_CONNECTIVITY,40304,41842
CHECK_CONNECTIVITY,23195,40423
CHECK_CONNECTIVITY,3823,38470
CHECK_CONNECTIVITY,46467,80234
ADD_LINK,68322,52907
CHECK_CONNECTIVITY,34970,70710
ADD_LINK,8016,49033
REMOVE_LINK,45094,2930
CHECK_CONNECTIVITY,73301,63313
REMOVE_LINK,37903,76708
ADD_LINK,79926,45954
ADD_LINK,41554,40323
CHECK_CONNECTIVITY,33122,88968
ADD_LINK,74364,39948
REMOVE_LINK,35144,13807
ADD_LINK,6465,60879
REMOVE_LINK,82933,74024
CHECK_CONNECTIVITY,62655,54946
ADD_LINK,52963,68776
ADD_LINK,9408,66191
ADD_LINK,73177,43714
REMOVE_LINK,16719,15966
CHECK_CONNECTIVITY,74178,22976
CHECK_CONNECTIVITY,82217,85419
CHECK_CONNECTIVITY,2599,2500
ADD_LINK,33194,29110
REMOVE_LINK,21292,35003
REMOVE_LINK,9126,20106
CHECK_CONNECTIVITY,57798,71492
ADD_LINK,81406,36776
CHECK_CONNECTIVITY,14739,32693
REMOVE_LINK,60266,69171
ADD_LINK,30799,67989
CHECK_CONNECTIVITY,70020,57336
CHECK_CONNECTIVITY,18515,11747
ADD_LINK,19412,14267
CHECK_CONNECTIVITY,59504,7669
ADD_LINK,26224,88455
REMOVE_LINK,47625,25352
REMOVE_LINK,60559,1389
REMOVE_LINK,66651,19490
ADD_LINK,52760,74853
ADD_LINK,42569,66836
ADD_LINK,72777,27497
ADD_LINK,29866,89613
ADD_LINK,70306,53732
ADD_LINK,19130,34514
REMOVE_LINK,52085,82265
REMOVE_LINK,25129,42712
ADD_LINK,4119,37847
CHECK_CONNECTIVITY,38298,26262
CHECK_CONNECTIVITY,61212,28145
CHECK_CONNECTIVITY,53990,89642
ADD_LINK,8952,50944
REMOVE_LINK,89005,85088
ADD_LINK,68464,81546
ADD_LINK,54164,66368
CHECK_CONNECTIVITY,71338,88353
ADD_LINK,18403,22149
ADD_LINK,4718,46565
ADD_LINK,18579,86111
REMOVE_LINK,14410,22942
ADD_LINK,11305,71016
ADD_LINK,64066,71690
ADD_LINK,62030,85332
CHECK_CONNECTIVITY,47874,81610
CHECK_CONNECTIVITY,21257,74407
REMOVE_LINK,54207,37317
CHECK_CONNECTIVITY,4969,84711
CHECK_CONNECTIVITY,75821,12164
CHECK_CONNECTIVITY,69871,22264
ADD_LINK,33663,72189
ADD_LINK,44132,88139
CHECK_CONNECTIVITY,79905,44514
CHECK_CONNECTIVITY,31811,48720
ADD_LINK,66207,87380
ADD_LINK,27195,64971
CHECK_CONNECTIVITY,62311,10147
REMOVE_LINK,84619,28598
CHECK_CONNECTIVITY,43297,1135
REMOVE_LINK,27934,72095
REMOVE_LINK,89834,76656
CHECK_CONNECTIVITY,11933,59015
REMOVE_LINK,32744,83090
CHECK_CONNECTIVITY,23980,3595
ADD_LINK,61943,32228
CHECK_CONNECTIVITY,37502,53845
REMOVE_LINK,70544,80776
ADD_LINK,25838,53046
CHECK_CONNECTIVITY,78947,421
ADD_LINK,22722,16507
ADD_LINK,54360,3857
REMOVE_LINK,63647,26009
ADD_LINK,18874,33821
CHECK_CONNECTIVITY,43372,22190
CHECK_CONNECTIVITY,61110,68519
ADD_LINK,58385,27194
ADD_LINK,50955,79909
ADD_LINK,42715,51037
CHECK_CONNECTIVITY,23102,59589
CHECK_CONNECTIVITY,31562,53931
CHECK_CONNECTIVITY,45365,68940
CHECK_CONNECTIVITY,81366,54885
REMOVE_LINK,61770,71858
ADD_LINK,69841,18697
CHECK_CONNECTIVITY,59286,62608
REMOVE_LINK,58981,79871
REMOVE_LINK,41447,73569
CHECK_CONNECTIVITY,46811,83484
REMOVE_LINK,86080,77913
CHECK_CONNECTIVITY,26268,52464
REMOVE_LINK,19699,56553
ADD_LINK,76745,29112
ADD_LINK,45288,81138
REMOVE_LINK,59626,62740
REMOVE_LINK,55297,18262
ADD_LINK,85127,85621
ADD_LINK,34820,52407
REMOVE_LINK,4798,67863
REMOVE_LINK,42517,78472
CHECK_CONNECTIVITY,88409,39367
CHECK_CONNECTIVITY,86889,9804
REMOVE_LINK,25186,66564
CHECK_CONNECTIVITY,21652,72913
ADD_LINK,66759,22739
CHECK_CONNECTIVITY,74102,22787
CHECK_CONNECTIVITY,63820,66844
CHECK_CONNECTIVITY,49532,2426
REMOVE_LINK,52176,85907
REMOVE_LINK,48832,4335
REMOVE_LINK,52880,69773
ADD_LINK,48244,73016
ADD_LINK,51149,88109
CHECK_CONNECTIVITY,66945,43308
ADD_LINK,80760,68079
CHECK_CONNECTIVITY,20578,53217
REMOVE_LINK,31342,79735
REMOVE_LINK,79477,76750
REMOVE_LINK,21161,82218
ADD_LINK,20160,43166
ADD_LINK,48006,46379
ADD_LINK,86344,33535
CHECK_CONNECTIVITY,75343,42431
REMOVE_LINK,68081,30854
REMOVE_LINK,19190,33192
REMOVE_LINK,30829,36696
REMOVE_LINK,23222,73377
ADD_LINK,85913,46087
CHECK_CONNECTIVITY,16316,13658
CHECK_CONNECTIVITY,49037,57225
ADD_LINK,5263,41978
REMOVE_LINK,7851,35588
CHECK_CONNECTIVITY,67282,74655
ADD_LINK,64288,88774
ADD_LINK,89979,23432
REMOVE_LINK,7698,84917
CHECK_CONNECTIVITY,28754,47089
ADD_LINK,4847,31768
CHECK_CONNECTIVITY,85395,49659
ADD_LINK,47606,83937
CHECK_CONNECTIVITY,73851,66722
CHECK_CONNECTIVITY,85223,52219
REMOVE_LINK,58394,58474
REMOVE_LINK,6519,56854
REMOVE_LINK,33426,80391
ADD_LINK,84471,73503
CHECK_CONNECTIVITY,48607,62926
ADD_LINK,49781,49466
REMOVE_LINK,36439,58721
CHECK_CONNECTIVITY,76805,80397
CHECK_CONNECTIVITY,40069,8408
CHECK_CONNECTIVITY,18045,23576
CHECK_CONNECTIVITY,1162,13583
CHECK_CONNECTIVITY,24441,55334
REMOVE_LINK,46778,27585
ADD_LINK,8672,87020
CHECK_CONNECTIVITY,79624,29469
CHECK_CONNECTIVITY,24682,510
CHECK_CONNECTIVITY,78663,3140
ADD_LINK,62768,5447
CHECK_CONNECTIVITY,42789,10701
CHECK_CONNECTIVITY,1990,65232
CHECK_CONNECTIVITY,30255,59307
CHECK_CONNECTIVITY,28100,12033
CHECK_CONNECTIVITY,68541,11154
REMOVE_LINK,20474,46757
CHECK_CONNECTIVITY,62937,3098
REMOVE_LINK,82383,10076
ADD_LINK,57797,66124
ADD_LINK,64639,12988
CHECK_CONNECTIVITY,31327,5074
CHECK_CONNECTIVITY,65955,49091
REMOVE_LINK,29296,74505
REMOVE_LINK,28593,70904
ADD_LINK,54838,23012
REMOVE_LINK,40830,62311
ADD_LINK,58455,15518
REMOVE_LINK,14738,63245
ADD_LINK,14950,57353
CHECK_CONNECTIVITY,25766,78502
CHECK_CONNECTIVITY,43406,26568
REMOVE_LINK,48499,25546
ADD_LINK,54291,58396
ADD_LINK,18595,20737
REMOVE_LINK,49695,1369
ADD_LINK,32753,43383
REMOVE_LINK,24975,10838
ADD_LINK,9368,71310
CHECK_CONNECTIVITY,5643,69410
ADD_LINK,51757,45496
REMOVE_LINK,18252,22338
REMOVE_LINK,74000,77912
REMOVE_LINK,81041,20547
CHECK_CONNECTIVITY,27535,30754
ADD_LINK,82665,80646
CHECK_CONNECTIVITY,4546,83598
ADD_LINK,39389,82869
CHECK_CONNECTIVITY,69541,53196
CHECK_CONNECTIVITY,66788,59062
REMOVE_LINK,76270,60310
CHECK_CONNECTIVITY,42584,10508
REMOVE_LINK,43223,43310
REMOVE_LINK,31928,50393
ADD_LINK,7780,60083
CHECK_CONNECTIVITY,32419,3258
ADD_LINK,5772,4419
CHECK_CONNECTIVITY,48056,88492
REMOVE_LINK,18973,514
ADD_LINK,59292,1608
CHECK_CONNECTIVITY,65997,86574
CHECK_CONNECTIVITY,2937,59619
CHECK_CONNECTIVITY,52622,7954
REMOVE_LINK,17331,44516
REMOVE_LINK,88852,37159
REMOVE_LINK,60627,49755
ADD_LINK,66799,75757
CHECK_CONNECTIVITY,53254,66593
ADD_LINK,27960,40703
REMOVE_LINK,82372,73522
REMOVE_LINK,77763,10535
ADD_LINK,61196,2094
REMOVE_LINK,65849,23204
ADD_LINK,81134,21373
CHECK_CONNECTIVITY,55569,71949
CHECK_CONNECTIVITY,65712,84085
REMOVE_LINK,15678,66668
REMOVE_LINK,60350,26046
ADD_LINK,1882,35539
ADD_LINK,34326,27553
CHECK_CONNECTIVITY,58624,85124
CHECK_CONNECTIVITY,15594,51895
REMOVE_LINK,5451,2662
REMOVE_LINK,16639,78479
ADD_LINK,27277,72185
REMOVE_LINK,7405,49256
CHECK_CONNECTIVITY,82560,89034
CHECK_CONNECTIVITY,18361,3207
ADD_LINK,42811,12631
REMOVE_LINK,54201,63121
ADD_LINK,19649,18972
REMOVE_LINK,87398,80759
REMOVE_LINK,38106,33204
REMOVE_LINK,41902,19248
CHECK_CONNECTIVITY,77765,55254
CHECK_CONNECTIVITY,28847,55565
CHECK_CONNECTIVITY,6833,27250
CHECK_CONNECTIVITY,173,66771
CHECK_CONNECTIVITY,18989,28249
REMOVE_LINK,22426,56561
CHECK_CONNECTIVITY,72177,57632
REMOVE_LINK,82899,75213
ADD_LINK,38752,53291
REMOVE_LINK,59786,13248
ADD_LINK,89610,74716
REMOVE_LINK,61629,59054
CHECK_CONNECTIVITY,39500,14293
ADD_LINK,18188,50460
CHECK_CONNECTIVITY,88598,14650
ADD_LINK,78623,30106
REMOVE_LINK,7958,46444
CHECK_CONNECTIVITY,45412,81339
CHECK_CONNECTIVITY,54041,72114
CHECK_CONNECTIVITY,9400,37915
CHECK_CONNECTIVITY,45114,87232
REMOVE_LINK,7548,32802
ADD_LINK,64636,31440
CHECK_CONNECTIVITY,4867,55477
CHECK_CONNECTIVITY,9451,78287
CHECK_CONNECTIVITY,41093,38790
CHECK_CONNECTIVITY,15519,85558
CHECK_CONNECTIVITY,22548,86599
CHECK_CONNECTIVITY,87696,89460
CHECK_CONNECTIVITY,72088,28073
REMOVE_LINK,18065,74746
ADD_LINK,57608,74110
REMOVE_LINK,39425,22015
CHECK_CONNECTIVITY,78879,4914
CHECK_CONNECTIVITY,28786,58690
REMOVE_LINK,27632,26864
REMOVE_LINK,54946,55424
CHECK_CONNECTIVITY,85812,10257
ADD_LINK,50804,5430
ADD_LINK,68179,68784
ADD_LINK,36628,40522
REMOVE_LINK,24940,77139
REMOVE_LINK,61181,31513
ADD_LINK,12925,14106
ADD_LINK,86783,9507
REMOVE_LINK,36738,59328
REMOVE_LINK,15656,51857
REMOVE_LINK,49689,71453
REMOVE_LINK,81701,59014
REMOVE_LINK,61648,24156
REMOVE_LINK,56639,23783
REMOVE_LINK,55018,59320
CHECK_CONNECTIVITY,33066,35007
REMOVE_LINK,21306,42561
CHECK_CONNECTIVITY,66505,2356
REMOVE_LINK,72440,88652
CHECK_CONNECTIVITY,76609,57765
ADD_LINK,83886,29834
REMOVE_LINK,75851,10784
REMOVE_LINK,6716,30435
ADD_LINK,8687,31925
CHECK_CONNECTIVITY,40361,65302
ADD_LINK,41089,52153
CHECK_CONNECTIVITY,68158,69155
CHECK_CONNECTIVITY,18929,3855
REMOVE_LINK,35753,5555
ADD_LINK,29290,55479
CHECK_CONNECTIVITY,78962,65062
REMOVE_LINK,54158,46793
REMOVE_LINK,17983,77793
REMOVE_LINK,176,47366
CHECK_CONNECTIVITY,62823,706
CHECK_CONNECTIVITY,23835,89515
REMOVE_LINK,31902,21402
REMOVE_LINK,38752,67828
ADD_LINK,37643,33648
ADD_LINK,34991,76997
CHECK_CONNECTIVITY,53148,47018
REMOVE_LINK,29168,74218
ADD_LINK,70162,10748
CHECK_CONNECTIVITY,89211,45885
REMOVE_LINK,7383,76209
ADD_LINK,75532,20481
CHECK_CONNECTIVITY,34950,46618
REMOVE_LINK,33836,39853
ADD_LINK,25012,7632
REMOVE_LINK,29897,73202
CHECK_CONNECTIVITY,32659,38809
CHECK_CONNECTIVITY,66971,46223
CHECK_CONNECTIVITY,43768,17593
CHECK_CONNECTIVITY,86969,31347
ADD_LINK,48456,42031
REMOVE_LINK,65438,48170
REMOVE_LINK,88150,18903
REMOVE_LINK,53885,86703
CHECK_CONNECTIVITY,14756,1490
REMOVE_LINK,33389,11344
CHECK_CONNECTIVITY,21056,53002
ADD_LINK,21906,26761
REMOVE_LINK,49892,85179
ADD_LINK,29473,37036
CHECK_CONNECTIVITY,27989,56396
CHECK_CONNECTIVITY,34255,80632
ADD_LINK,2325,42155
ADD_LINK,42578,75130
REMOVE_LINK,9336,12304
REMOVE_LINK,9511,7894
REMOVE_LINK,6474,1250
ADD_LINK,33364,32826
REMOVE_LINK,60630,58789
ADD_LINK,39765,68675
REMOVE_LINK,67367,55900
ADD_LINK,80669,8224
CHECK_CONNECTIVITY,53308,62037
REMOVE_LINK,73930,87497
ADD_LINK,14275,17845
CHECK_CONNECTIVITY,49786,16207
REMOVE_LINK,1278,16227
ADD_LINK,23022,81490
ADD_LINK,44695,45608
ADD_LINK,73990,58321
REMOVE_LINK,58836,14447
CHECK_CONNECTIVITY,7327,52248
REMOVE_LINK,4992,35819
ADD_LINK,47374,89306
ADD_LINK,31802,85456
REMOVE_LINK,40849,3346
CHECK_CONNECTIVITY,63222,44735
REMOVE_LINK,31571,9256
ADD_LINK,43981,78092
ADD_LINK,85666,83438
ADD_LINK,17942,23799
REMOVE_LINK,38341,19131
REMOVE_LINK,70896,8222
CHECK_CONNECTIVITY,68218,32243
ADD_LINK,61055,83799
REMOVE_LINK,40484,85035
CHECK_CONNECTIVITY,43219,36735
CHECK_CONNECTIVITY,19314,61397
REMOVE_LINK,75013,7166
CHECK_CONNECTIVITY,1132,20082
ADD_LINK,10146,46521
ADD_LINK,52076,87946
ADD_LINK,49899,40284
ADD_LINK,55428,28951
REMOVE_LINK,75936,63435
ADD_LINK,17870,34062
CHECK_CONNECTIVITY,64496,88371
REMOVE_LINK,75550,4125
CHECK_CONNECTIVITY,49351,50970
ADD_LINK,1453,64767
CHECK_CONNECTIVITY,71757,45831
ADD_LINK,37198,23882
CHECK_CONNECTIVITY,66858,89530
ADD_LINK,50596,456
ADD_LINK,70747,83459
ADD_LINK,63277,50984
ADD_LINK,60527,66149
REMOVE_LINK,82028,79572
REMOVE_LINK,14095,44530
ADD_LINK,24913,89581
REMOVE_LINK,73888,56553
ADD_LINK,49000,45894
ADD_LINK,56587,61793
REMOVE_LINK,207,15498
CHECK_CONNECTIVITY,56407,48168
REMOVE_LINK,16401,1006
ADD_LINK,29498,68
REMOVE_LINK,30668,5415
CHECK_CONNECTIVITY,62566,60373
CHECK_CONNECTIVITY,2761,21176
REMOVE_LINK,78694,89814
CHECK_CONNECTIVITY,68933,28172
REMOVE_LINK,889,15441
CHECK_CONNECTIVITY,21490,33895
REMOVE_LINK,5958,20721
ADD_LINK,13389,20754
CHECK_CONNECTIVITY,28132,37910
CHECK_CONNECTIVITY,57611,88611
CHECK_CONNECTIVITY,55172,38073
CHECK_CONNECTIVITY,32535,86784
REMOVE_LINK,66992,26166
CHECK_CONNECTIVITY,14491,82651
CHECK_CONNECTIVITY,5896,82498
REMOVE_LINK,55147,75485
ADD_LINK,77774,20810
REMOVE_LINK,89816,59127
ADD_LINK,22929,30093
REMOVE_LINK,67872,53803
CHECK_CONNECTIVITY,57433,60788
CHECK_CONNECTIVITY,19137,72925
ADD_LINK,25691,25946
REMOVE_LINK,58766,60754
ADD_LINK,36168,5052
ADD_LINK,20304,27040
CHECK_CONNECTIVITY,38701,62527
CHECK_CONNECTIVITY,62546,86910
REMOVE_LINK,79910,54769
CHECK_CONNECTIVITY,28391,4241
REMOVE_LINK,38245,24560
ADD_LINK,34948,9802
REMOVE_LINK,84929,72609
CHECK_CONNECTIVITY,11248,61523
ADD_LINK,18270,64951
REMOVE_LINK,32141,73072
REMOVE_LINK,66193,37979
REMOVE_LINK,36737,42064
REMOVE_LINK,68681,20538
CHECK_CONNECTIVITY,33599,34406
REMOVE_LINK,11798,61548
REMOVE_LINK,2558,81347
CHECK_CONNECTIVITY,40677,11869
ADD_LINK,57534,32555
ADD_LINK,392,86879
CHECK_CONNECTIVITY,33741,59307
CHECK_CONNECTIVITY,60807,62361
REMOVE_LINK,11703,76232
REMOVE_LINK,54656,59508
ADD_LINK,54902,6888
ADD_LINK,40720,70650
ADD_LINK,47455,54950
REMOVE_LINK,72543,31605
ADD_LINK,6478,25851
CHECK_CONNECTIVITY,54719,46311
CHECK_CONNECTIVITY,77672,5868
CHECK_CONNECTIVITY,39709,81175
ADD_LINK,87295,40077
ADD_LINK,13866,75350
ADD_LINK,68154,62528
ADD_LINK,11258,55204
REMOVE_LINK,17175,40993
REMOVE_LINK,86175,45376
ADD_LINK,45652,73997
CHECK_CONNECTIVITY,26652,35791
ADD_LINK,49104,64575
ADD_LINK,88764,34323
REMOVE_LINK,11124,89039
ADD_LINK,20941,89159
REMOVE_LINK,45520,83434
ADD_LINK,13297,21750
ADD_LINK,72771,84474
CHECK_CONNECTIVITY,5342,13849
CHECK_CONNECTIVITY,72444,51477
CHECK_CONNECTIVITY,82530,14104
ADD_LINK,20766,58921
CHECK_CONNECTIVITY,40686,7900
CHECK_CONNECTIVITY,42705,65773
CHECK_CONNECTIVITY,69082,81703
REMOVE_LINK,58828,35650
ADD_LINK,31387,5194
CHECK_CONNECTIVITY,82067,8761
ADD_LINK,33436,18836
CHECK_CONNECTIVITY,44983,88252
CHECK_CONNECTIVITY,39994,2715
REMOVE_LINK,67765,42353
ADD_LINK,24540,69215
ADD_LINK,13278,83718
ADD_LINK,37560,46915
CHECK_CONNECTIVITY,57640,7485
CHECK_CONNECTIVITY,79186,3838
ADD_LINK,44607,73780
ADD_LINK,2542,32546
REMOVE_LINK,84192,25591
ADD_LINK,16219,44120
REMOVE_LINK,83299,75001
ADD_LINK,58155,57977
REMOVE_LINK,75672,56876
ADD_LINK,34457,46973
REMOVE_LINK,72427,43799
CHECK_CONNECTIVITY,78764,13800
CHECK_CONNECTIVITY,5017,7104
ADD_LINK,36996,51040
ADD_LINK,65807,13437
CHECK_CONNECTIVITY,28640,19669
REMOVE_LINK,24939,63704
REMOVE_LINK,65156,33174
CHECK_CONNECTIVITY,46237,82752
ADD_LINK,23813,64648
REMOVE_LINK,87332,83703
ADD_LINK,63612,25262
CHECK_CONNECTIVITY,52718,4482
ADD_LINK,42541,72339
ADD_LINK,49697,25355
REMOVE_LINK,35039,22308
ADD_LINK,54097,11806
REMOVE_LINK,29975,86456
CHECK_CONNECTIVITY,19056,31019
CHECK_CONNECTIVITY,10157,39311
REMOVE_LINK,11047,82490
ADD_LINK,3229,11960
CHECK_CONNECTIVITY,43181,18782
ADD_LINK,48627,49471
CHECK_CONNECTIVITY,60472,14720
CHECK_CONNECTIVITY,14173,66446
CHECK_CONNECTIVITY,10386,33778
CHECK_CONNECTIVITY,88665,83838
CHECK_CONNECTIVITY,28388,34604
CHECK_CONNECTIVITY,32778,79905
REMOVE_LINK,32855,54105
REMOVE_LINK,64049,74348
REMOVE_LINK,68021,52611
REMOVE_LINK,68105,79543
ADD_LINK,9336,71877
CHECK_CONNECTIVITY,33656,75533
CHECK_CONNECTIVITY,6197,28559
CHECK_CONNECTIVITY,17431,70077
CHECK_CONNECTIVITY,62336,85045
REMOVE_LINK,58045,80145
CHECK_CONNECTIVITY,31439,14287
REMOVE_LINK,82397,1886
ADD_LINK,8901,68548
CHECK_CONNECTIVITY,15887,55267
ADD_LINK,87928,87530
REMOVE_LINK,9393,7571
ADD_LINK,27128,17001
CHECK_CONNECTIVITY,42114,83195
REMOVE_LINK,25275,7628
CHECK_CONNECTIVITY,89109,51695
CHECK_CONNECTIVITY,53131,29318
REMOVE_LINK,33378,53123
CHECK_CONNECTIVITY,888,75355
REMOVE_LINK,81921,37990
REMOVE_LINK,78526,47959
REMOVE_LINK,58122,28397
CHECK_CONNECTIVITY,60325,52544
REMOVE_LINK,16724,82018
REMOVE_LINK,13893,12362
CHECK_CONNECTIVITY,12610,78612
CHECK_CONNECTIVITY,77607,73168
CHECK_CONNECTIVITY,16282,75415
ADD_LINK,8873,50613
ADD_LINK,32778,11743
REMOVE_LINK,83313,11114
ADD_LINK,43745,71319
REMOVE_LINK,16568,57584
ADD_LINK,80482,28538
ADD_LINK,73561,13286
ADD_LINK,57717,65132
CHECK_CONNECTIVITY,15750,16938
CHECK_CONNECTIVITY,34048,88764
CHECK_CONNECTIVITY,13372,5329
CHECK_CONNECTIVITY,17552,20596
CHECK_CONNECTIVITY,76051,10481
CHECK_CONNECTIVITY,8410,35841
CHECK_CONNECTIVITY,36541,25783
REMOVE_LINK,48185,60159
CHECK_CONNECTIVITY,47682,54722
ADD_LINK,61437,47379
ADD_LINK,69442,39009
REMOVE_LINK,51650,44420
CHECK_CONNECTIVITY,56109,89075
REMOVE_LINK,80386,89205
REMOVE_LINK,74938,55896
ADD_LINK,22060,69117
CHECK_CONNECTIVITY,2724,75573
ADD_LINK,23734,55225
ADD_LINK,57216,9823
ADD_LINK,49522,8353
ADD_LINK,24016,26513
ADD_LINK,9473,85195
CHECK_CONNECTIVITY,41597,64882
ADD_LINK,57188,53428
REMOVE_LINK,89563,42193
ADD_LINK,56674,70445
REMOVE_LINK,40145,77131
ADD_LINK,1120,83275
REMOVE_LINK,16332,62493
REMOVE_LINK,87642,59695
CHECK_CONNECTIVITY,7,24668
CHECK_CONNECTIVITY,54751,29850
ADD_LINK,75553,45869
REMOVE_LINK,4265,39957
ADD_LINK,42252,9970
REMOVE_LINK,60512,43113
REMOVE_LINK,14531,25340
CHECK_CONNECTIVITY,73088,28766
REMOVE_LINK,11659,62322
ADD_LINK,54312,10496
CHECK_CONNECTIVITY,82936,63852
CHECK_CONNECTIVITY,26546,56538
REMOVE_LINK,44893,60903
CHECK_CONNECTIVITY,81796,33003
REMOVE_LINK,14778,55440
CHECK_CONNECTIVITY,84140,27590
ADD_LINK,44538,62296
ADD_LINK,24802,87512
REMOVE_LINK,40593,61651
CHECK_CONNECTIVITY,58800,51501
ADD_LINK,70530,16108
ADD_LINK,28278,107
REMOVE_LINK,49666,78983
REMOVE_LINK,25370,47535
REMOVE_LINK,15274,9123
CHECK_CONNECTIVITY,19267,54995
CHECK_CONNECTIVITY,14046,15920
CHECK_CONNECTIVITY,39976,37857
REMOVE_LINK,71037,88948
REMOVE_LINK,11260,7842
CHECK_CONNECTIVITY,48306,74429
ADD_LINK,57350,15391
ADD_LINK,82239,78337
CHECK_CONNECTIVITY,12598,26605
CHECK_CONNECTIVITY,47808,62419
REMOVE_LINK,26036,37883
REMOVE_LINK,18030,28846
CHECK_CONNECTIVITY,12807,17287
REMOVE_LINK,44300,5625
CHECK_CONNECTIVITY,1931,51188
ADD_LINK,12558,61425
ADD_LINK,8804,26642
ADD_LINK,76715,84004
ADD_LINK,56243,52774
ADD_LINK,32500,49123
REMOVE_LINK,57789,49550
REMOVE_LINK,23193,37281
ADD_LINK,21836,61986
REMOVE_LINK,22178,72436
ADD_LINK,52724,33379
CHECK_CONNECTIVITY,40735,5662
CHECK_CONNECTIVITY,24132,70837
REMOVE_LINK,55839,63555
ADD_LINK,4531,76935
CHECK_CONNECTIVITY,80882,44759
REMOVE_LINK,61421,48127
REMOVE_LINK,23322,466
ADD_LINK,42784,70541
ADD_LINK,78320,1676
CHECK_CONNECTIVITY,58732,9868
REMOVE_LINK,67923,36245
REMOVE_LINK,35793,71824
ADD_LINK,36851,28918
ADD_LINK,59452,53950
REMOVE_LINK,114,8934
REMOVE_LINK,79570,14605
CHECK_CONNECTIVITY,87689,65411
REMOVE_LINK,59219,16308
ADD_LINK,24527,74831
ADD_LINK,85147,52140
ADD_LINK,11713,73945
REMOVE_LINK,36828,72391
ADD_LINK,43205,71920
REMOVE_LINK,66361,78046
REMOVE_LINK,32359,56886
REMOVE_LINK,1320,71099
CHECK_CONNECTIVITY,69528,42737
REMOVE_LINK,84621,75892
CHECK_CONNECTIVITY,89306,60362
CHECK_CONNECTIVITY,62798,43212
